license_plate;provider;acquisizione;brand;model;category;Car;Location;branch_office;active;bucket;Active;Date In; Canone imponibile ; Canone ivato ; Canone assicurazione ;Date Out
GN868CV;Vivarent;RENT;Opel;Corsa;Economy Automatic (group C1);EDAR;Roma Ciampino;3;No;Inattiva;No;2023-08-10; 498,00 € ; 607,56 € ; -   € ;dic-24
GK322MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-06-14; 288,52 € ; 351,99 € ; -   € ;dic-24
GK345MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Roma Fiumicino;4;No;Inattiva;No;2023-06-21; 288,52 € ; 351,99 € ; -   € ;dic-24
GJ178CL;Vivarent;RENT;Fiat;Panda;Small (group B);MDMR;Trapani Porto;10;No;Inattiva;No;2022-04-14; 353,02 € ; 430,68 € ; -   € ;dic-24
GJ228CL;Vivarent;RENT;Fiat;Panda;Small (group B);MDMR;Trapani Porto;10;No;Inattiva;No;2022-04-14; 352,39 € ; 429,92 € ; -   € ;dic-24
GJ873PY;Vivarent;RENT;Fiat;Panda;Small (group B);MDMR;Trapani Porto;10;No;Inattiva;No;2022-05-25; 347,63 € ; 424,11 € ; -   € ;dic-24
GJ875PY;Vivarent;RENT;Fiat;Panda;Small (group B);MDMR;Trapani Porto;10;No;Inattiva;No;2022-05-25; 352,39 € ; 429,92 € ; -   € ;dic-24
GJ698VL;Vivarent;RENT;Fiat;Panda;Small (group B);MDMR;Napoli Capodichino;7;No;Inattiva;No;2022-05-18; 342,86 € ; 418,29 € ; -   € ;dic-24
GJ699VL;Vivarent;RENT;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-05-18; 342,86 € ; 418,29 € ; -   € ;gen-25
GJ944FP;Vivarent;PROPRIETÀ;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2022-05-01; 1,00 € ; -   € ; 122,56 € ;gen-25
GJ946FP;Vivarent;PROPRIETÀ;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2022-05-01; 1,00 € ; -   € ; 122,56 € ;gen-25
GL280MM;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 120,17 € ;gen-25
GL287MM;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 120,17 € ;gen-25
GL302MM;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 120,17 € ;gen-25
GN835JD;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;gen-25
GP010HP;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;gen-25
GP015HP;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;gen-25
GP017HP;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;gen-25
GK321MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Napoli Capodichino;7;No;Inattiva;No;2023-07-11; 288,52 € ; 351,99 € ; -   € ;gen-25
GK346MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-06-20; 288,52 € ; 351,99 € ; -   € ;gen-25
GK349MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Roma Fiumicino;4;No;Inattiva;No;2023-06-15; 288,52 € ; 351,99 € ; -   € ;gen-25
GJ874PY;Vivarent;RENT;Fiat;Panda;Small (group B);MDMR;Roma Ciampino;3;No;Inattiva;No;2022-05-26; 352,39 € ; 429,92 € ; -   € ;gen-25
GK347MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-06-14; 288,52 € ; 351,99 € ; -   € ;gen-25
GL220GR;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Roma Fiumicino;4;No;Inattiva;No;2022-11-07; 494,98 € ; 603,88 € ; -   € ;gen-25
GL262GR;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Cassino;1;No;Inattiva;No;2022-11-07; 494,98 € ; 603,88 € ; -   € ;gen-25
GN646WM;Vivarent;RENT;Peugeot;3008;Suv Automatic (group J1);FFAR;Cassino;1;No;Inattiva;No;2023-06-05; 550,82 € ; 672,00 € ; -   € ;gen-25
GK168MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-06-21; 288,52 € ; 351,99 € ; -   € ;gen-25
GK348MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Roma Ciampino;3;No;Inattiva;No;2023-06-14; 288,52 € ; 351,99 € ; -   € ;gen-25
GP886KM;Vivarent;RENT;Peugeot;3008;Suv Automatic (group J1);FFAR;Cassino;1;No;Inattiva;No;2023-07-20; 550,87 € ; 672,06 € ; -   € ;gen-25
GJ541AG;Vivarent;RENT;Peugeot;3008;Suv Automatic (group J1);FFAR;Roma Fiumicino;4;No;Inattiva;No;2022-07-05; 479,16 € ; 584,58 € ; -   € ;feb-25
GK178NL;Vivarent;RENT;Jeep;Renegade;Large (group D);IGMR;Trapani Porto;10;No;Inattiva;No;2022-07-13; 409,00 € ; 498,98 € ; -   € ;feb-25
GH163YM;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2024-12-31; 1.450,00 € ; 1.769,00 € ; -   € ;feb-25
GL217GR;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Roma Fiumicino;4;No;Inattiva;No;2022-11-07; 494,98 € ; 603,88 € ; -   € ;feb-25
GW907YG;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2025-05-01; 1.450,00 € ; 1.769,00 € ; -   € ;feb-25
GX709KK;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2025-01-01; 1.450,00 € ; 1.769,00 € ; -   € ;feb-25
GK190MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Trapani Porto;10;No;Inattiva;No;2023-06-14; 288,52 € ; 351,99 € ; -   € ;feb-25
GK250MH;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Trapani Porto;10;No;Inattiva;No;2023-06-20; 288,52 € ; 351,99 € ; -   € ;feb-25
GN625MS;Vivarent;RENT;DS;DS7;Premium (group P);PFAR;Napoli Capodichino;7;No;Inattiva;No;2023-08-08; 923,61 € ; 1.126,80 € ; -   € ;feb-25
GN246MT;Vivarent;PROPRIETÀ;Fiat;Tipo SW;Station Wagon Automatic (group S1);IWAR;Roma Fiumicino;4;No;Inattiva;No;2023-08-09; 0 ; 0 ; 0 ;feb-25
GT144SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;mar-25
GT171SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;mar-25
GT173SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;mar-25
GV032SS;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 850,00 € ; 1.037,00 € ; -   € ;mar-25
GV710SP;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 850,00 € ; 1.037,00 € ; -   € ;mar-25
GV775SP;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 850,00 € ; 1.037,00 € ; -   € ;mar-25
GJ525JK;Vivarent;RENT;Porsche;Macan or similar;Premium (group P);LFAR;Cassino;1;No;Inattiva;No;2022-04-05; 1.428,71 € ; 1.743,03 € ; -   € ;mar-25
GL219GR;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Roma Ciampino;3;No;Inattiva;No;2022-11-07; 494,98 € ; 603,88 € ; -   € ;mar-25
GM061CM;Vivarent;RENT;Volkswagen;Tiguan;Suv Automatic (group J1);FFAR;Roma Fiumicino;4;No;Inattiva;No;2022-07-06; 776,90 € ; 947,82 € ; -   € ;mar-25
GM062CM;Vivarent;RENT;Volkswagen;Tiguan;Suv Automatic (group J1);FFAR;Roma Termini;2;No;Inattiva;No;2022-08-30; 776,90 € ; 947,82 € ; -   € ;mar-25
GM063CM;Vivarent;RENT;Volkswagen;Tiguan;Suv Automatic (group J1);FFAR;Roma Fiumicino;4;No;Inattiva;No;2022-08-30; 776,90 € ; 947,82 € ; -   € ;mar-25
GP214RB;Vivarent;RENT;Fiat;500c;Cabriolet (group X);NBMR;Napoli Capodichino;7;No;Inattiva;No;2023-09-14; 367,09 € ; 447,85 € ; 120,00 € ;mar-25
GT129SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;mar-25
GT131SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;mar-25
GT153SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;mar-25
GP987RB;Vivarent;PROPRIETÀ;Alfa Romeo;Tonale;Premium (group P);PFAR;Cassino;1;No;Inattiva;No;2023-10-15; 1,00 € ; -   € ; 128,00 € ;mar-25
GJ257YF;Vivarent;RENT;Peugeot;3008;Suv Automatic (group J1);FFAR;Cassino;1;No;Inattiva;No;2022-06-10; 379,00 € ; 462,38 € ; -   € ;apr-25
GT296SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT195SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 0 ; 0 ; 0 ;apr-25
GX000CH;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 0 ; 0 ; 0 ;apr-25
GX111CH;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 0 ; 0 ; 0 ;apr-25
GJ346ZB;Vivarent;RENT;Peugeot;3008;Suv Automatic (group J1);FFAR;Cassino;1;No;Inattiva;No;2022-06-09; 379,00 € ; 462,38 € ; -   € ;apr-25
GW952YG;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2024-11-01; 1.450,00 € ; 1.769,00 € ; -   € ;apr-25
GT137SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT160SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT161SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT165SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT176SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT180SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT184SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT191SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT285SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GT287SG;Vivarent;RENT;Fiat;Ducato L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2025-01-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GW905XY;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino NLT;15;Yes;Inattiva;No;2024-11-01; 1.450,00 € ; 1.769,00 € ; -   € ;apr-25
GX266CH;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GP420RB;Vivarent;RENT;Jeep;Avenger;Large (group D);IGMR;Cassino;1;No;Inattiva;No;2023-10-15; 1,00 € ; -   € ; 120,00 € ;apr-25
GP421RB;Vivarent;RENT;Jeep;Avenger;Large (group D);IGMR;Cassino;1;No;Inattiva;No;2023-10-15; 1,00 € ; -   € ; 120,00 € ;apr-25
GP423RB;Vivarent;RENT;Jeep;Avenger;Large (group D);IGMR;Napoli Capodichino;7;No;Inattiva;No;2023-10-15; 1,00 € ; -   € ; 120,00 € ;apr-25
GP609MR;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;No;Inattiva;No;2025-03-01; 0 ; 0 ; 0 ;apr-25
GW697HY;Vivarent;RENT;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2023-09-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GW752HY;Vivarent;RENT;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2023-09-01; 0 ; 0 ; 0 ;apr-25
GW753HZ;Vivarent;RENT;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2023-09-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GX204HJ;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2024-11-01; 1.450,00 € ; 1.769,00 € ; -   € ;apr-25
GX280CH;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 850,00 € ; 1.037,00 € ; -   € ;apr-25
GW947YG;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2024-11-01; 1.450,00 € ; 1.769,00 € ; -   € ;apr-25
GN247MT;Vivarent;PROPRIETÀ;Fiat;Tipo SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;A Noleggio;Yes;2023-08-09; 1,00 € ; -   € ; 62,71 € ;apr-25
GH040ST;Vivarent;RENT;Fiat;Fiorino;Furgone Mini (gruppo K);MKMR;Cassino;1;No;Inattiva;No;2022-06-07; 426,39 € ; 520,20 € ; -   € ;apr-25
GH041ST;Vivarent;RENT;Fiat;Fiorino;Furgone Mini (gruppo K);MKMR;Trapani Porto;10;No;Inattiva;No;2022-06-07; 426,59 € ; 520,44 € ; -   € ;apr-25
GH042ST;Vivarent;RENT;Fiat;Fiorino;Furgone Mini (gruppo K);MKMR;Cassino;1;No;Inattiva;No;2022-06-07; 426,59 € ; 520,44 € ; -   € ;apr-25
GH156YM;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2024-11-01; 1.450,00 € ; 1.769,00 € ; -   € ;apr-25
GH867YF;Vivarent;PROPRIETÀ;Fiat;500L;Large (group D);CDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 128,00 € ;apr-25
GJ464MM;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2022-10-01; 750,00 € ; 915,00 € ; -   € ;apr-25
GJ634FV;Vivarent;PROPRIETÀ;Fiat;500L;Large (group D);CDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 128,00 € ;apr-25
GJ635FV;Vivarent;PROPRIETÀ;Fiat;500L;Large (group D);CDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 128,00 € ;apr-25
GJ636FV;Vivarent;PROPRIETÀ;Fiat;500L;Large (group D);CDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 128,00 € ;apr-25
GJ639FV;Vivarent;PROPRIETÀ;Fiat;500L;Large (group D);CDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 128,00 € ;apr-25
GD745RW;Vivarent;RENT;Volkswagen;T-Roc;Large (group D);IFMR;Cassino;1;No;Inattiva;No;2025-05-01; 0 ; 0 ; 0 ;mag-25
GS139DK;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2024-11-01; 1.450,00 € ; 1.769,00 € ; -   € ;mag-25
GW684HY;Vivarent;RENT;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2023-09-01; 850,00 € ; 1.037,00 € ; -   € ;mag-25
GW688HY;Vivarent;RENT;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2023-09-01; 850,00 € ; 1.037,00 € ; -   € ;mag-25
GW689HY;Vivarent;RENT;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;No;Inattiva;No;2023-09-01; 850,00 € ; 1.037,00 € ; -   € ;mag-25
GW903YG;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2024-11-01; 1.450,00 € ; 1.769,00 € ; -   € ;mag-25
GX262CH;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 850,00 € ; 1.037,00 € ; -   € ;mag-25
GX272CH;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 850,00 € ; 1.037,00 € ; -   € ;mag-25
GX275CH;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 850,00 € ; 1.037,00 € ; -   € ;mag-25
GX283CH;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 850,00 € ; 1.037,00 € ; -   € ;mag-25
GN446HE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Napoli Capodichino;7;No;Inattiva;No;2023-04-26; 265,68 € ; 324,13 € ; -   € ;mag-25
GW444YG;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;No;Inattiva;No;2024-11-01; 0 ; 0 ; 0 ;mag-25
GT786ST;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Napoli Capodichino;7;No;Inattiva;No;2024-05-15; 0 ; 0 ; 0 ;giu-25
GS835ZL;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Roma Fiumicino;4;No;Inattiva;No;2024-07-05; 447,00 € ; 545,34 € ; -   € ;giu-25
GT716ST;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2024-05-15; 447,00 € ; 545,34 € ; -   € ;giu-25
GV936KP;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Napoli Capodichino;7;No;Inattiva;No;2024-06-21; 447,00 € ; 545,34 € ; -   € ;giu-25
GV941KP;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2024-06-21; 447,00 € ; 545,34 € ; -   € ;giu-25
GM484BN;Vivarent;RENT;Citroen;C3 Aircross;Large Automatic (group D1);IDAR;Cassino;1;No;Inattiva;No;2023-05-18; 478,00 € ; 583,16 € ; -   € ;giu-25
GP067HP;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 128,00 € ;giu-25
GS845ZL;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Napoli Stazione;8;No;Inattiva;No;2024-07-05; 447,00 € ; 545,34 € ; -   € ;giu-25
GT725ST;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Roma Fiumicino;4;No;Inattiva;No;2024-05-15; 447,00 € ; 545,34 € ; -   € ;giu-25
GT789ST;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2024-05-15; 447,00 € ; 545,34 € ; -   € ;giu-25
GV939KP;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Napoli Capodichino;7;No;Inattiva;No;2024-07-05; 447,00 € ; 545,34 € ; -   € ;giu-25
GV940KP;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2024-03-13; 447,00 € ; 545,34 € ; -   € ;giu-25
GV952KP;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2024-06-11; 447,00 € ; 545,34 € ; -   € ;giu-25
GV975KP;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2025-02-01; -   € ; -   € ; -   € ;giu-25
GJ941FP;Vivarent;PROPRIETÀ;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2022-05-01; 1,00 € ; -   € ; 128,00 € ;lug-25
GP752MG;Vivarent;RENT;Toyota;Proace L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;No;Inattiva;No;2025-01-01; 582,00 € ; 710,04 € ; -   € ;lug-25
GP765MG;Vivarent;RENT;Toyota;Proace L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;No;Inattiva;No;2025-01-01; 602,09 € ; 734,55 € ; -   € ;lug-25
GP771MG;Vivarent;RENT;Toyota;Proace L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;No;Inattiva;No;2025-01-01; 582,00 € ; 710,04 € ; -   € ;lug-25
GR115RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR116RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Napoli Capodichino;7;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR117RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR118RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Napoli Capodichino;7;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR119RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Napoli Capodichino;7;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR122RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Napoli Capodichino;7;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR123RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR333RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Roma Ciampino;3;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR334RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR335RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR338RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Napoli Capodichino;7;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GR340RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;lug-25
GN504GW;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Napoli Capodichino;7;No;Inattiva;No;2025-03-14; 0 ; 0 ; 0 ;lug-25
GJ968FP;Vivarent;PROPRIETÀ;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2022-05-01; 1,00 € ; -   € ; 128,00 € ;ago-25
GK573BC;Vivarent;LEASING;Dacia;Jogger 5+2;Van 5+2 (group N);SVMR;Cassino;1;No;Inattiva;No;2022-07-11; 319,80 € ; 390,16 € ; -   € ;ago-25
GV977KP;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2024-03-13; 447,00 € ; 545,34 € ; -   € ;ago-25
GX323CH;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;No;Inattiva;No;2024-11-01; 0 ; 0 ; 0 ;ago-25
GL296MM;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 120,17 € ;set-25
GM878VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-03-24; 570,00 € ; 695,40 € ; -   € ;set-25
